f,1,2,3,4,5,6
1793,0.119,0.0637,0.2641,0.0647,0.3488,0.1397
1794,0.1277,0.0706,0.2811,0.0901,0.2143,0.2161
1795,0.1205,0.0639,0.3066,0.0749,0.2596,0.1745
1796,0.1237,0.0681,0.2466,0.0662,0.3553,0.1401
1797,0.1229,0.066,0.2948,0.0765,0.2627,0.177
1798,0.1863,0.1239,0.2048,0.0691,0.2937,0.1221
1799,0.0577,0.0312,0.0957,0.0242,0.7442,0.047
1800,0.1465,0.088,0.1963,0.0597,0.3983,0.1112
1801,0.1881,0.1279,0.2091,0.0738,0.2712,0.1299
1802,0.1323,0.0746,0.253,0.0746,0.3068,0.1587
1803,0.1921,0.1322,0.2072,0.0732,0.2673,0.1279
1804,0.1956,0.1367,0.2067,0.0739,0.2587,0.1284
1805,0.1998,0.1431,0.2065,0.0759,0.2444,0.1304
1806,0.1201,0.0642,0.274,0.067,0.3281,0.1467
1807,0.1222,0.0654,0.2966,0.0754,0.2664,0.1739
1808,0.1095,0.0616,0.1768,0.0485,0.509,0.0947
1809,0.1113,0.0631,0.172,0.0477,0.5138,0.092
1810,0.1119,0.0635,0.1609,0.0447,0.5346,0.0844
1811,0.1822,0.1206,0.2076,0.0708,0.2929,0.1259
1812,0.1035,0.0577,0.1716,0.0461,0.5306,0.0905
1813,0.2009,0.1425,0.2039,0.0726,0.2552,0.125
1814,0.1255,0.0693,0.2514,0.0685,0.3395,0.1459
1815,0.1657,0.1044,0.2074,0.0676,0.3313,0.1237
1816,0.1161,0.0662,0.1775,0.0498,0.4944,0.096
1817,0.1222,0.0654,0.291,0.0733,0.2816,0.1664
1818,0.1723,0.11,0.2052,0.0671,0.3242,0.1212
1819,0.0969,0.054,0.1409,0.038,0.5985,0.0717
1820,0.3602,0.1326,0.1936,0.0563,0.1669,0.0904
1821,0.1666,0.1053,0.208,0.0681,0.3276,0.1244
1822,0.147,0.0871,0.1857,0.0548,0.4249,0.1005
1823,0.1044,0.0588,0.1544,0.0423,0.5596,0.0805
1824,0.0623,0.0333,0.0944,0.0238,0.7413,0.0449
1825,0.0922,0.0503,0.1619,0.0415,0.5718,0.0824
1826,0.127,0.0696,0.2773,0.0773,0.2748,0.1739
1827,0.3822,0.1327,0.1868,0.0551,0.1556,0.0877
1828,0.0705,0.0386,0.1099,0.0286,0.6975,0.0548
1829,0.1978,0.1388,0.2051,0.0728,0.2594,0.1261
1830,0.185,0.1234,0.2069,0.0707,0.2887,0.1253
1831,0.1252,0.0713,0.2099,0.0598,0.4148,0.1191
1832,0.3393,0.1249,0.2068,0.058,0.1771,0.0939
1833,0.341,0.1334,0.1978,0.0571,0.1784,0.0924
1834,0.1239,0.0673,0.2681,0.0703,0.3165,0.1538
1835,0.0741,0.0404,0.1237,0.0317,0.6683,0.0618
1836,0.3451,0.1387,0.1925,0.0565,0.1759,0.0912
1837,0.1604,0.0805,0.2035,0.0506,0.4138,0.0911
1838,0.121,0.0646,0.2868,0.0703,0.3003,0.157
1839,0.336,0.1333,0.199,0.0573,0.1815,0.0929
1840,0.2593,0.3774,0.1291,0.057,0.0961,0.0811
1841,0.1236,0.0713,0.182,0.0521,0.4714,0.0995
1842,0.1586,0.0793,0.2046,0.0504,0.4161,0.091
1843,0.1715,0.0901,0.1972,0.0523,0.3959,0.0931
1844,0.3262,0.1425,0.1937,0.0571,0.1877,0.0928
1845,0.1285,0.074,0.2051,0.0595,0.416,0.1169
1846,0.3671,0.1491,0.1798,0.0548,0.1618,0.0874
1847,0.2404,0.2371,0.1758,0.07,0.1666,0.1101
1848,0.3171,0.1474,0.192,0.0573,0.193,0.0933
1849,0.1977,0.1398,0.2067,0.075,0.2512,0.1296
1850,0.1156,0.0659,0.1765,0.0495,0.4972,0.0953
1851,0.3557,0.1255,0.2018,0.0573,0.1677,0.0921
1852,0.173,0.0901,0.1992,0.0525,0.3918,0.0933
1853,0.1935,0.0974,0.211,0.0551,0.3461,0.0969
1854,0.1743,0.0916,0.1983,0.0527,0.3894,0.0937
1855,0.1319,0.0641,0.2193,0.048,0.4471,0.0897
1856,0.1819,0.1143,0.1969,0.0616,0.3362,0.109
1857,0.1094,0.0554,0.1689,0.0396,0.5526,0.074
1858,0.1373,0.0672,0.2108,0.0479,0.4483,0.0885
1859,0.0927,0.0516,0.1385,0.0372,0.6093,0.0707
1860,0.0921,0.0481,0.1753,0.3333,0.0756,0.2756
1861,0.1861,0.0943,0.2083,0.0543,0.3613,0.0958
1862,0.1633,0.0782,0.2273,0.0527,0.3831,0.0954
1863,0.0783,0.0406,0.1227,0.0295,0.6734,0.0555
1864,0.1651,0.0838,0.2019,0.0513,0.4061,0.0919
1865,0.1394,0.0681,0.2127,0.0484,0.4421,0.0893
1866,0.1053,0.0532,0.1665,0.0387,0.5636,0.0726
1867,0.3593,0.15,0.1814,0.0552,0.1659,0.0883
1868,0.1784,0.0955,0.1973,0.0535,0.3805,0.0948
1869,0.1708,0.0823,0.2236,0.0533,0.3744,0.0957
1870,0.0987,0.0506,0.1511,0.0361,0.5961,0.0675
1871,0.1767,0.0932,0.1987,0.0531,0.3841,0.0942
1872,0.1319,0.0641,0.2204,0.0481,0.4457,0.0899
1873,0.0828,0.0435,0.1233,0.0306,0.6625,0.0573
1874,0.1306,0.0662,0.1845,0.0446,0.492,0.082
1875,0.1896,0.0912,0.2233,0.0553,0.3428,0.0978
1876,0.1559,0.0779,0.204,0.05,0.4219,0.0904
1877,0.1836,0.0955,0.2029,0.054,0.3687,0.0953
1878,0.1464,0.0868,0.1859,0.0549,0.4253,0.1007
1879,0.1235,0.0614,0.1917,0.0441,0.4972,0.082
1880,0.1926,0.0928,0.2226,0.0555,0.3385,0.098
1881,0.1555,0.0783,0.2008,0.0498,0.4257,0.0899
1882,0.1506,0.0735,0.2143,0.05,0.4203,0.0913
1883,0.1778,0.089,0.2096,0.0533,0.3755,0.0947
1884,0.1641,0.0817,0.208,0.0514,0.4024,0.0924
1885,0.1241,0.0621,0.1869,0.0437,0.5021,0.0811
1886,0.1148,0.0644,0.1939,0.0532,0.4681,0.1056
1887,0.1558,0.0768,0.2102,0.0504,0.4154,0.0914
1888,0.1558,0.0772,0.2072,0.0502,0.4187,0.0909
1889,0.1549,0.0767,0.2077,0.0501,0.4198,0.0908
1890,0.1028,0.0546,0.1447,0.0368,0.5929,0.0682
1891,0.1655,0.0828,0.2065,0.0515,0.4012,0.0924
1892,0.2377,0.1873,0.1869,0.066,0.2136,0.1086
1893,0.1555,0.0763,0.2125,0.0505,0.4135,0.0917
1894,0.1905,0.0957,0.211,0.0548,0.3514,0.0966
1895,0.1269,0.0619,0.2163,0.047,0.4594,0.0884
1896,0.1209,0.0603,0.1879,0.0433,0.507,0.0807
1897,0.1831,0.0883,0.2225,0.0546,0.3546,0.097
1898,0.1629,0.0785,0.2234,0.0523,0.3882,0.0947
1899,0.1645,0.0831,0.2032,0.0512,0.4061,0.0919
1900,0.2462,0.1928,0.1838,0.064,0.2084,0.1048
1901,0.1855,0.0973,0.2022,0.0543,0.365,0.0957
1902,0.1935,0.0979,0.21,0.0551,0.3466,0.0969
1903,0.2335,0.1739,0.19,0.0653,0.2288,0.1086
1904,0.1842,0.092,0.2115,0.0541,0.3623,0.0958
1905,0.239,0.1777,0.1882,0.0643,0.2243,0.1065
1906,0.1283,0.0626,0.2173,0.0473,0.4557,0.0888
1907,0.2238,0.1666,0.1935,0.0675,0.2356,0.113
1908,0.2159,0.148,0.1957,0.0648,0.2653,0.1103
1909,0.2123,0.151,0.1976,0.0678,0.256,0.1154
1910,0.2285,0.1738,0.1914,0.0672,0.2271,0.1119
1911,0.1848,0.1248,0.2127,0.0764,0.2658,0.1355
1912,0.2382,0.1821,0.1876,0.0651,0.2195,0.1075
1913,0.1729,0.1118,0.2128,0.0728,0.2975,0.1322
1914,0.197,0.1396,0.2081,0.0766,0.2462,0.1324
1915,0.1768,0.0851,0.2236,0.054,0.364,0.0965
1916,0.1915,0.1328,0.2104,0.0767,0.2545,0.1341
1917,0.2541,0.1044,0.2465,0.0608,0.2312,0.103
1918,0.1617,0.0812,0.204,0.0508,0.4108,0.0915
1919,0.1795,0.1188,0.2129,0.0747,0.2801,0.134
1920,0.1965,0.0978,0.2137,0.0555,0.3391,0.0974
1921,0.1794,0.1189,0.2147,0.0764,0.2735,0.1371
1922,0.2833,0.1189,0.2211,0.0594,0.2184,0.0989
1923,0.2731,0.1301,0.2071,0.0586,0.2332,0.098
1924,0.2867,0.1185,0.2219,0.0595,0.2146,0.0989
1925,0.2467,0.2015,0.1818,0.0644,0.2005,0.105
1926,0.1767,0.1157,0.2123,0.0733,0.2898,0.1322
1927,0.1763,0.1155,0.2145,0.0751,0.283,0.1356
1928,0.3118,0.143,0.1955,0.0576,0.1979,0.0942
1929,0.2223,0.1513,0.1943,0.0637,0.2604,0.1079
1930,0.2335,0.1774,0.1895,0.0659,0.2243,0.1094
1931,0.2762,0.1114,0.2342,0.0603,0.217,0.1009
1932,0.1273,0.0621,0.2184,0.0473,0.4561,0.0889
1933,0.1772,0.1168,0.2175,0.0783,0.2689,0.1414
1934,0.217,0.1448,0.1954,0.0633,0.2715,0.108
1935,0.1499,0.072,0.2284,0.0511,0.4048,0.0939
1936,0.2832,0.1193,0.2204,0.0593,0.2189,0.0988
1937,0.2996,0.1234,0.2148,0.059,0.2059,0.0973
1938,0.2569,0.1084,0.2362,0.06,0.2368,0.1016
1939,0.1198,0.0658,0.2347,0.0619,0.3887,0.1291
1940,0.318,0.1286,0.2068,0.0582,0.1931,0.0952
1941,0.1891,0.1301,0.2117,0.0772,0.2563,0.1356
1942,0.2715,0.1126,0.2309,0.06,0.2244,0.1006
1943,0.1296,0.0741,0.2191,0.0635,0.3862,0.1275
1944,0.2847,0.1173,0.2237,0.0596,0.2155,0.0992
1945,0.2703,0.1127,0.2303,0.0599,0.2261,0.1006
1946,0.1768,0.1166,0.2205,0.0815,0.2573,0.1473
1947,0.1304,0.074,0.2319,0.0672,0.3588,0.1376
1948,0.1221,0.0674,0.2376,0.0637,0.3761,0.1332
1949,0.3117,0.1163,0.2242,0.0598,0.1899,0.0981
1950,0.2466,0.1967,0.1829,0.0641,0.2049,0.1049
1951,0.2979,0.1324,0.2052,0.0584,0.2099,0.0963
1952,0.2728,0.1413,0.1988,0.0586,0.2309,0.0976
1953,0.1766,0.1162,0.2182,0.0788,0.2677,0.1425
1954,0.3199,0.1375,0.1984,0.0576,0.1927,0.0939
1955,0.1143,0.0575,0.2924,0.0569,0.36,0.119
1956,0.1121,0.0581,0.2634,0.0571,0.3888,0.1206
1957,0.1129,0.0579,0.2753,0.0575,0.3749,0.1215
1958,0.115,0.0636,0.2104,0.056,0.4411,0.1139
1959,0.11,0.0611,0.1915,0.0513,0.4837,0.1024
1960,0.1105,0.0583,0.2407,0.0558,0.4178,0.1168
1961,0.1151,0.058,0.3074,0.0594,0.3338,0.1263
1962,0.1046,0.0551,0.2203,0.0508,0.4642,0.1049
1963,0.1946,0.0937,0.2228,0.0557,0.3351,0.0982
1964,0.0262,0.0134,0.0717,0.0404,0.0268,0.8214
1965,0.2835,0.1231,0.2152,0.059,0.221,0.0982
1966,0.1337,0.0767,0.2319,0.0689,0.3486,0.1402
1967,0.1152,0.0585,0.3081,0.0609,0.3262,0.1311
1968,0.1238,0.0693,0.2258,0.0626,0.3903,0.1282
1969,0.0616,0.0313,0.1887,0.0797,0.0669,0.5719
1970,0.2949,0.1128,0.2321,0.0605,0.1998,0.1
1971,0.2356,0.1803,0.1885,0.0657,0.2212,0.1087
1972,0.1124,0.0566,0.2736,0.0544,0.3904,0.1125
1973,0.1154,0.0577,0.3078,0.0582,0.3385,0.1224
1974,0.1227,0.068,0.2329,0.0633,0.3818,0.1313
1975,0.0305,0.0157,0.0817,0.0477,0.031,0.7933
1976,0.0565,0.0294,0.1456,0.0834,0.0587,0.6263
1977,0.0656,0.0337,0.1918,0.0836,0.0723,0.553
1978,0.1136,0.0571,0.284,0.0558,0.3734,0.1161
1979,0.1086,0.0599,0.1933,0.051,0.4846,0.1025
1980,0.1153,0.0524,0.4817,0.0571,0.1787,0.1149
1981,0.056,0.0285,0.1694,0.0748,0.0601,0.6112
1982,0.0351,0.0178,0.1025,0.0516,0.0362,0.7568
1983,0.0407,0.0207,0.1187,0.0583,0.0425,0.7191
1984,0.1146,0.0576,0.2964,0.0573,0.354,0.1201
1985,0.1028,0.055,0.2031,0.0493,0.4889,0.1009
1986,0.059,0.0307,0.1489,0.0888,0.0608,0.6117
1987,0.0571,0.0293,0.1651,0.0762,0.0615,0.6109
1988,0.0562,0.0285,0.1741,0.0755,0.0599,0.6059
1989,0.0616,0.0317,0.1746,0.081,0.0669,0.5842
1990,0.0431,0.0222,0.1143,0.065,0.0444,0.7111
1991,0.0248,0.0126,0.0697,0.0375,0.0253,0.8301
1992,0.0462,0.0235,0.1381,0.0649,0.0485,0.6788
1993,0.0578,0.0295,0.1715,0.0765,0.0625,0.6021
1994,0.0862,0.0414,0.3422,0.1112,0.0841,0.3349
1995,0.0438,0.0221,0.1322,0.0632,0.0453,0.6934
1996,0.2362,0.1218,0.2069,0.0583,0.2775,0.0993
1997,0.1141,0.0609,0.2435,0.0588,0.3986,0.124
1998,0.0463,0.0239,0.1246,0.0679,0.0483,0.6891
1999,0.0209,0.0107,0.0589,0.0321,0.0213,0.8561
2000,0.1681,0.0871,0.1984,0.0517,0.4024,0.0923
2001,0.2267,0.1108,0.2156,0.0578,0.2898,0.0994
2002,0.2124,0.1109,0.2066,0.057,0.3144,0.0987
2003,0.2248,0.1167,0.2073,0.0578,0.2943,0.0992
2004,0.0962,0.0438,0.5626,0.0522,0.1374,0.1078
2005,0.2447,0.1174,0.2149,0.0585,0.2651,0.0994
2006,0.1168,0.0645,0.2175,0.0578,0.425,0.1184
2007,0.1148,0.0602,0.2659,0.0604,0.3695,0.1292
2008,0.1032,0.0568,0.1816,0.0476,0.516,0.0949
2009,0.039,0.02,0.1095,0.0566,0.0406,0.7342
2010,0.8334,0.05,0.0457,0.0169,0.03,0.0242
2011,0.0854,0.0411,0.3204,0.1165,0.0822,0.3543
2012,0.0333,0.0168,0.0978,0.0502,0.0339,0.768
2013,0.0755,0.0389,0.1387,0.5004,0.0585,0.188
2014,0.1061,0.0483,0.5202,0.0551,0.158,0.1123
2015,0.1299,0.0609,0.3519,0.0579,0.2848,0.1146
2016,0.2303,0.1143,0.2126,0.0579,0.2856,0.0993
2017,0.571,0.11,0.1264,0.049,0.0758,0.0678
2018,0.1116,0.0578,0.3478,0.0815,0.1867,0.2146
2019,0.1065,0.0531,0.2219,0.0458,0.4821,0.0906
2020,0.0555,0.0283,0.1637,0.0743,0.0596,0.6186
2021,0.0957,0.0433,0.571,0.0516,0.1329,0.1056
2022,0.2275,0.1095,0.2182,0.0579,0.2873,0.0996
2023,0.1147,0.0623,0.2019,0.2314,0.0971,0.2926
2024,0.0405,0.0208,0.1112,0.0593,0.0421,0.7262
2025,0.1085,0.0562,0.3427,0.0855,0.1669,0.2402
2026,0.066,0.0351,0.1189,0.0288,0.6944,0.0567
2027,0.0597,0.0308,0.1036,0.024,0.7356,0.0463
2028,0.087,0.0447,0.1722,0.0382,0.582,0.076
2029,0.0929,0.0469,0.1768,0.0385,0.5699,0.075
2030,0.1128,0.0591,0.3311,0.0852,0.1827,0.2291
2031,0.2243,0.1117,0.2128,0.0576,0.2944,0.0992
2032,0.1347,0.0624,0.3546,0.0582,0.2763,0.1138
2033,0.0744,0.0389,0.1406,0.0326,0.6487,0.0648
2034,0.12,0.0585,0.2489,0.0497,0.4262,0.0967
2035,0.1204,0.0586,0.2725,0.0522,0.3931,0.1032
2036,0.0855,0.0441,0.1685,0.0378,0.5889,0.0752
2037,0.333,0.1248,0.2084,0.0582,0.1811,0.0945
2038,0.3243,0.1246,0.2103,0.0585,0.187,0.0953
2039,0.1104,0.055,0.2452,0.0493,0.4415,0.0986
2040,0.096,0.0485,0.1903,0.0408,0.5441,0.0803
2041,0.0981,0.0517,0.1982,0.0463,0.5113,0.0943
2042,0.0716,0.0379,0.1315,0.0315,0.665,0.0624
2043,0.1136,0.059,0.3441,0.0798,0.1999,0.2036
2044,0.054,0.0272,0.1693,0.0747,0.0565,0.6183
2045,0.1062,0.0547,0.2367,0.0512,0.4455,0.1056
2046,0.1011,0.0506,0.1982,0.0422,0.5255,0.0823
2047,0.0834,0.0426,0.1381,0.032,0.643,0.0608
2048,0.1291,0.0617,0.2907,0.0542,0.3586,0.1057
2049,0.0846,0.04,0.4745,0.0866,0.0869,0.2273
2050,0.0535,0.0278,0.095,0.0221,0.7584,0.043
2051,0.1194,0.0583,0.2878,0.0538,0.3726,0.108
2052,0.0828,0.0401,0.3054,0.1138,0.0806,0.3774
2053,0.0827,0.0401,0.2821,0.1251,0.078,0.3921
2054,0.2108,0.0957,0.2399,0.0581,0.294,0.1015
2055,0.0837,0.0396,0.4801,0.0844,0.0873,0.2249
2056,0.1071,0.0542,0.2409,0.0497,0.447,0.1011
2057,0.0823,0.0433,0.1583,0.0369,0.6052,0.0738
2058,0.087,0.0441,0.1562,0.0349,0.6106,0.0672
2059,0.0344,0.018,0.0592,0.0141,0.847,0.0272
2060,0.1036,0.0527,0.2265,0.0478,0.4725,0.0969
2061,0.1289,0.0714,0.2797,0.0864,0.2318,0.2018
2062,0.1117,0.0591,0.3086,0.092,0.1653,0.2633
2063,0.1164,0.0571,0.2346,0.0478,0.4512,0.0929
2064,0.0864,0.041,0.432,0.094,0.0878,0.2587
2065,0.1311,0.0624,0.2938,0.0546,0.3521,0.1061
2066,0.0746,0.0389,0.1413,0.0326,0.6479,0.0647
2067,0.0855,0.0404,0.464,0.0892,0.0871,0.2338
2068,0.1231,0.067,0.2915,0.0901,0.2026,0.2258
2069,0.0861,0.0412,0.3981,0.0979,0.0878,0.2889
2070,0.1614,0.0652,0.4405,0.0656,0.1514,0.1159
2071,0.1188,0.0581,0.2819,0.0533,0.3813,0.1067
2072,0.3229,0.3826,0.1079,0.0446,0.0783,0.0636
2073,0.2969,0.3704,0.1194,0.0442,0.1018,0.0672
2074,0.0709,0.0368,0.1328,0.0305,0.6688,0.0601
2075,0.154,0.0907,0.1854,0.0542,0.4174,0.0982
2076,0.074,0.0384,0.1399,0.0319,0.6528,0.063
2077,0.0716,0.0376,0.1336,0.0314,0.6635,0.0622
2078,0.1381,0.0645,0.3132,0.0565,0.3189,0.1088
2079,0.0865,0.0413,0.4055,0.0978,0.0877,0.2812
2080,0.0895,0.0458,0.2959,0.0922,0.1099,0.3667
2081,0.3921,0.1454,0.1745,0.0534,0.1499,0.0846
2082,0.3833,0.14,0.1809,0.0544,0.1549,0.0865
2083,0.3612,0.1357,0.1907,0.056,0.1666,0.0898
2084,0.5219,0.1356,0.1326,0.0545,0.0811,0.0743
2085,0.3688,0.1368,0.1876,0.0555,0.1625,0.0887
2086,0.3825,0.1364,0.1838,0.0547,0.1555,0.0871
2087,0.1137,0.0495,0.4895,0.094,0.0928,0.1604
2088,0.0959,0.052,0.1762,0.0443,0.5426,0.089
2089,0.7399,0.0741,0.0732,0.0273,0.0467,0.0388
2090,0.3478,0.1077,0.2295,0.0877,0.1105,0.1168
2091,0.267,0.1069,0.2436,0.061,0.2191,0.1024
2092,0.0845,0.0413,0.1795,0.4146,0.0648,0.2153
2093,0.3724,0.1364,0.1869,0.0553,0.1606,0.0884
2094,0.3151,0.2472,0.1543,0.0536,0.1457,0.0841
2095,0.0945,0.049,0.2869,0.0949,0.1191,0.3555
2096,0.0438,0.0202,0.7827,0.0309,0.0526,0.0698
2097,0.3916,0.1426,0.1765,0.0537,0.1506,0.085
2098,0.095,0.0495,0.2775,0.0965,0.119,0.3625
2099,0.2609,0.1054,0.2459,0.061,0.224,0.1029
2100,0.2658,0.1051,0.2485,0.0614,0.2162,0.1031
2101,0.1192,0.0542,0.4649,0.0578,0.1884,0.1155
2102,0.3855,0.142,0.1789,0.0541,0.1536,0.0859
2103,0.0549,0.0255,0.716,0.0414,0.0648,0.0974
2104,0.0579,0.027,0.6959,0.0452,0.0668,0.1072
2105,0.2716,0.1071,0.244,0.0611,0.2137,0.1024
2106,0.0453,0.0209,0.7707,0.0342,0.0512,0.0778
2107,0.0623,0.029,0.6675,0.0508,0.0694,0.121
2108,0.05,0.0232,0.7459,0.0367,0.0596,0.0847
2109,0.089,0.0453,0.304,0.0914,0.109,0.3612
2110,0.0469,0.0217,0.7616,0.0351,0.0542,0.0805
2111,0.0686,0.0321,0.6232,0.0583,0.0758,0.1421
2112,0.0979,0.0514,0.2741,0.0983,0.1235,0.3549
2113,0.053,0.0246,0.7286,0.0392,0.0634,0.0912
2114,0.3841,0.1363,0.1834,0.0546,0.1547,0.0869
2115,0.1436,0.0663,0.3167,0.0572,0.3072,0.1091
2116,0.0497,0.0231,0.7454,0.0375,0.0578,0.0866
2117,0.0471,0.0218,0.7653,0.0332,0.0571,0.0755
2118,0.1628,0.1017,0.2061,0.0664,0.3411,0.1219
2119,0.1766,0.1137,0.2038,0.0667,0.3197,0.1195
2120,0.1662,0.1051,0.2103,0.0695,0.3214,0.1275
2121,0.0915,0.0463,0.3281,0.0899,0.1145,0.3297
2122,0.0856,0.0434,0.2971,0.091,0.1021,0.3808
2123,0.1712,0.1094,0.207,0.0682,0.3205,0.1236
2124,0.2437,0.3191,0.1508,0.062,0.1303,0.0941
2125,0.1124,0.0526,0.4577,0.0583,0.1977,0.1214
2126,0.1146,0.0487,0.5532,0.0564,0.1216,0.1055
2127,0.1414,0.0574,0.4963,0.0667,0.1216,0.1166
2128,0.152,0.0608,0.4735,0.0699,0.1238,0.1199
2129,0.121,0.0502,0.5464,0.0622,0.109,0.1112
2130,0.1187,0.0494,0.5523,0.0614,0.1079,0.1102
2131,0.148,0.0595,0.482,0.0688,0.1229,0.1188
2132,0.1325,0.0544,0.5161,0.0635,0.1203,0.1131
2133,0.2985,0.0946,0.2825,0.0798,0.1266,0.1179
2134,0.108,0.0501,0.4898,0.0569,0.1768,0.1184
2135,0.1532,0.0611,0.4712,0.0708,0.1229,0.1208
2136,0.1027,0.048,0.5057,0.0565,0.167,0.1202
2137,0.0963,0.0446,0.5458,0.0538,0.1458,0.1137
2138,0.2093,0.0796,0.3436,0.1049,0.1161,0.1465
2139,0.152,0.0607,0.4736,0.0709,0.1219,0.1209
2140,0.2385,0.1349,0.1989,0.0591,0.2683,0.1002
2141,0.2295,0.1583,0.1926,0.0635,0.2492,0.1068
2142,0.2947,0.1151,0.2278,0.06,0.2031,0.0993
2143,0.1859,0.074,0.3587,0.1134,0.1117,0.1564
2144,0.2294,0.1642,0.192,0.0647,0.2412,0.1085
2145,0.14,0.0586,0.4426,0.1001,0.1026,0.1561
2146,0.1448,0.0599,0.4424,0.097,0.1046,0.1512
2147,0.2344,0.1641,0.1911,0.0634,0.2409,0.1061
2148,0.2881,0.1161,0.2259,0.0598,0.2108,0.0993
2149,0.4133,0.1087,0.2006,0.0728,0.1044,0.1003
2150,0.106,0.0549,0.3366,0.0878,0.1551,0.2595
2151,0.1458,0.06,0.4467,0.0942,0.1054,0.1479
2152,0.1357,0.0564,0.4735,0.0884,0.1025,0.1435
2153,0.1554,0.0633,0.4251,0.0982,0.1078,0.1501
2154,0.1396,0.0595,0.4136,0.1147,0.1013,0.1712
2155,0.2798,0.2036,0.1753,0.059,0.1871,0.0953
2156,0.1092,0.058,0.293,0.0965,0.1514,0.2918
2157,0.2105,0.0799,0.342,0.1051,0.1161,0.1464
2158,0.0767,0.0359,0.5611,0.0702,0.0816,0.1745
2159,0.176,0.0714,0.3641,0.1177,0.1095,0.1615
2160,0.3362,0.1037,0.2421,0.0866,0.1136,0.1179
2161,0.3467,0.1031,0.2399,0.0821,0.1143,0.114
2162,0.1269,0.0704,0.2771,0.0955,0.1954,0.2347
2163,0.2351,0.3881,0.1315,0.0543,0.1098,0.0812
2164,0.1382,0.0563,0.4962,0.0746,0.1088,0.1259
2165,0.1157,0.0628,0.279,0.1003,0.1603,0.2819
2166,0.1249,0.069,0.2781,0.0968,0.1878,0.2434
2167,0.1499,0.0605,0.462,0.0829,0.1101,0.1346
2168,0.3447,0.1029,0.2411,0.0824,0.1146,0.1144
2169,0.2354,0.3951,0.129,0.0518,0.1105,0.0782
2170,0.1216,0.0664,0.2851,0.0954,0.184,0.2475
2171,0.6095,0.1035,0.1132,0.0373,0.0803,0.0562
2172,0.1223,0.0672,0.28,0.0975,0.1804,0.2525
2173,0.298,0.3703,0.1202,0.0519,0.0864,0.0732
2174,0.2345,0.3909,0.1308,0.054,0.109,0.0807
2175,0.4252,0.2755,0.1108,0.041,0.0864,0.0611
2176,0.343,0.1062,0.2342,0.0876,0.1116,0.1175
2177,0.1601,0.0682,0.3419,0.1445,0.1038,0.1816
2178,0.2418,0.3518,0.1409,0.057,0.1221,0.0864
2179,0.328,0.1052,0.2411,0.0917,0.1124,0.1217
2180,0.3442,0.101,0.2463,0.0786,0.1178,0.1121
2181,0.3562,0.1074,0.227,0.0849,0.1103,0.1142
2182,0.311,0.1066,0.2418,0.1005,0.1117,0.1284
2183,0.3083,0.0974,0.2722,0.0691,0.1447,0.1083
2184,0.2749,0.0935,0.2942,0.0688,0.1575,0.111
2185,0.2884,0.0949,0.2864,0.0695,0.1504,0.1104
2186,0.2846,0.0944,0.2891,0.0695,0.1516,0.1108
2187,0.27,0.0927,0.298,0.0688,0.1591,0.1114
2188,0.0833,0.0443,0.1896,0.1248,0.0847,0.4734
2189,0.755,0.0661,0.0711,0.0257,0.0453,0.0368
2190,0.2755,0.3678,0.1264,0.047,0.1112,0.072
2191,0.0805,0.0372,0.5524,0.0753,0.0807,0.1739
2192,0.3019,0.1717,0.1824,0.0576,0.1928,0.0935
2193,0.2858,0.2029,0.1744,0.0584,0.1843,0.0942
2194,0.1387,0.0799,0.2604,0.0954,0.2149,0.2108
2195,0.0825,0.0383,0.5313,0.0793,0.0825,0.1861
2196,0.1591,0.0925,0.1859,0.0537,0.4121,0.0966
2197,0.4012,0.2438,0.1316,0.0566,0.0887,0.0782
2198,0.1535,0.0891,0.1835,0.0528,0.4257,0.0954
2199,0.1573,0.0912,0.185,0.0533,0.4173,0.0959
2200,0.4314,0.1378,0.1657,0.0512,0.1338,0.0801
2201,0.0215,0.0109,0.0615,0.0342,0.0216,0.8503
2202,0.1051,0.0569,0.242,0.1135,0.1233,0.3592
2203,0.1019,0.0536,0.1751,0.3626,0.0787,0.2281
2204,0.1062,0.0544,0.1705,0.4098,0.0746,0.1845
2205,0.1636,0.0697,0.3322,0.1488,0.1041,0.1817
2206,0.0998,0.0523,0.1705,0.3843,0.0761,0.2169
2207,0.0908,0.0474,0.1755,0.3268,0.0751,0.2843
2208,0.0947,0.0497,0.1815,0.298,0.0791,0.297
2209,0.1651,0.0702,0.33,0.1492,0.1043,0.1812
2210,0.0895,0.0436,0.1733,0.4448,0.065,0.1838
2211,0.0888,0.0432,0.1723,0.4476,0.0645,0.1835
2212,0.0998,0.051,0.163,0.4362,0.0707,0.1793
2213,0.0958,0.0503,0.174,0.3533,0.0766,0.2499
2214,0.0818,0.0402,0.1769,0.4085,0.064,0.2285
2215,0.0919,0.0446,0.207,0.335,0.0719,0.2495
2216,0.0835,0.0408,0.1628,0.474,0.0612,0.1779
2217,0.0876,0.0426,0.1787,0.4268,0.0653,0.1989
2218,0.053,0.0266,0.0953,0.6758,0.0388,0.1106
2219,0.4924,0.1207,0.153,0.0477,0.1127,0.0734
2220,0.1169,0.0557,0.406,0.0596,0.2375,0.1244
2221,0.0813,0.0397,0.1599,0.4817,0.0599,0.1774
2222,0.0906,0.044,0.1983,0.3634,0.0699,0.2337
2223,0.0855,0.0418,0.1869,0.384,0.0668,0.2351
